,index,xmin,ymin,xmax,ymax,confidence,class,name,frame
136,3,534,376,598,428,0.8544616103172302,2,car,0000000460.tiff
137,4,1179,353,1245,396,0.850771427154541,2,car,0000000460.tiff
138,5,769,352,823,390,0.8401433825492859,2,car,0000000460.tiff
139,6,1689,320,1785,357,0.7999443411827087,2,car,0000000460.tiff
140,7,440,338,517,390,0.7315409183502197,2,car,0000000460.tiff
141,8,728,323,767,350,0.717715859413147,2,car,0000000460.tiff
142,11,495,346,548,379,0.5322523713111877,2,car,0000000460.tiff
143,13,114,361,191,403,0.5032240748405457,2,car,0000000460.tiff
144,15,760,272,798,314,0.3616548776626587,5,bus,0000000460.tiff
145,16,57,376,155,414,0.34481972455978394,2,car,0000000460.tiff
146,17,0,388,93,437,0.2973018288612366,2,car,0000000460.tiff
147,20,760,274,798,316,0.2661636769771576,2,car,0000000460.tiff
148,0,572,417,713,584,0.8915583491325378,5,bus,0000000461.tiff
149,1,1222,441,1319,506,0.8815517425537109,2,car,0000000461.tiff
150,2,531,378,596,431,0.8599886894226074,2,car,0000000461.tiff
151,3,767,354,823,395,0.8439645171165466,2,car,0000000461.tiff
152,4,1171,349,1237,392,0.8271152377128601,2,car,0000000461.tiff
153,5,1690,321,1785,357,0.806976318359375,2,car,0000000461.tiff
154,6,440,338,517,390,0.7375842928886414,2,car,0000000461.tiff
155,7,0,536,76,1042,0.7229542136192322,5,bus,0000000461.tiff
156,8,502,347,550,380,0.6595625877380371,2,car,0000000461.tiff
157,9,721,324,761,353,0.6425518989562988,2,car,0000000461.tiff
158,13,113,360,191,403,0.5107202529907227,2,car,0000000461.tiff
159,14,760,273,798,316,0.42877689003944397,5,bus,0000000461.tiff
160,15,760,273,799,317,0.42170634865760803,2,car,0000000461.tiff
161,17,55,380,132,416,0.3178919851779938,2,car,0000000461.tiff
162,18,1494,326,1539,363,0.27615901827812195,2,car,0000000461.tiff
163,0,1211,434,1305,497,0.8924275040626526,2,car,0000000462.tiff
164,1,573,423,713,588,0.8856626152992249,5,bus,0000000462.tiff
165,2,528,379,593,433,0.8603346943855286,2,car,0000000462.tiff
166,3,767,357,821,398,0.8480703830718994,2,car,0000000462.tiff
167,4,1168,347,1230,388,0.8234868049621582,2,car,0000000462.tiff
168,5,1690,321,1784,357,0.8016269207000732,2,car,0000000462.tiff
169,6,433,337,517,390,0.7503234148025513,2,car,0000000462.tiff
170,7,718,325,759,355,0.6706126928329468,2,car,0000000462.tiff
171,8,504,347,550,381,0.6440632939338684,2,car,0000000462.tiff
172,10,0,544,68,762,0.5902374982833862,5,bus,0000000462.tiff
173,11,760,274,799,317,0.5272887349128723,2,car,0000000462.tiff
174,13,113,360,191,402,0.4904613494873047,2,car,0000000462.tiff
175,16,1495,326,1538,363,0.26029539108276367,2,car,0000000462.tiff
176,17,55,381,129,415,0.2541027367115021,2,car,0000000462.tiff
177,0,568,427,714,603,0.8879262208938599,5,bus,0000000463.tiff
178,1,1202,427,1291,487,0.8827809691429138,2,car,0000000463.tiff
179,2,527,380,590,433,0.8595748543739319,2,car,0000000463.tiff
180,3,767,360,819,401,0.8366668224334717,2,car,0000000463.tiff
181,4,1161,345,1223,384,0.8344733715057373,2,car,0000000463.tiff
182,5,1690,321,1784,358,0.8075337409973145,2,car,0000000463.tiff
183,6,437,338,517,390,0.7556447982788086,2,car,0000000463.tiff
184,7,714,327,755,357,0.7083187103271484,2,car,0000000463.tiff
185,9,505,347,553,379,0.5804073810577393,2,car,0000000463.tiff
186,10,760,274,799,319,0.5412193536758423,2,car,0000000463.tiff
187,14,0,552,56,760,0.39770904183387756,5,bus,0000000463.tiff
188,16,113,361,191,402,0.3674807846546173,2,car,0000000463.tiff
189,0,565,429,718,614,0.8818521499633789,5,bus,0000000464.tiff
190,1,1191,420,1277,479,0.880158007144928,2,car,0000000464.tiff
191,2,522,380,589,434,0.8685610890388489,2,car,0000000464.tiff
192,3,1158,342,1217,381,0.8188258409500122,2,car,0000000464.tiff
193,5,1689,322,1784,358,0.8102826476097107,2,car,0000000464.tiff
194,6,763,365,817,405,0.8057609796524048,2,car,0000000464.tiff
195,7,435,337,517,390,0.7675002813339233,2,car,0000000464.tiff
196,8,711,330,753,358,0.7494943141937256,2,car,0000000464.tiff
197,10,759,275,799,319,0.5481930375099182,2,car,0000000464.tiff
198,12,504,347,556,380,0.46111398935317993,2,car,0000000464.tiff
199,13,113,361,191,402,0.3918933868408203,2,car,0000000464.tiff
200,17,0,575,47,758,0.29284587502479553,2,car,0000000464.tiff
201,0,562,433,718,625,0.8782044053077698,5,bus,0000000465.tiff
202,1,1368,1180,1807,1535,0.8706846833229065,2,car,0000000465.tiff
203,2,520,383,586,436,0.8697683811187744,2,car,0000000465.tiff
204,3,1183,415,1265,471,0.868464469909668,2,car,0000000465.tiff
205,4,760,368,811,409,0.8373610973358154,2,car,0000000465.tiff
206,5,1689,322,1784,358,0.811823844909668,2,car,0000000465.tiff
207,6,1154,339,1211,377,0.8081551194190979,2,car,0000000465.tiff
208,7,438,338,516,389,0.7465283870697021,2,car,0000000465.tiff
209,8,705,328,749,360,0.720783531665802,2,car,0000000465.tiff
210,10,759,276,799,321,0.6207278966903687,2,car,0000000465.tiff
211,14,113,360,191,402,0.3558982014656067,2,car,0000000465.tiff
212,16,517,353,560,380,0.28374895453453064,2,car,0000000465.tiff
213,0,1332,1092,1717,1492,0.9343130588531494,2,car,0000000466.tiff
214,1,562,438,720,638,0.8781849145889282,5,bus,0000000466.tiff
215,2,516,384,584,439,0.8750849962234497,2,car,0000000466.tiff
216,3,1880,1116,2042,1311,0.8424947261810303,2,car,0000000466.tiff
217,4,1176,407,1255,463,0.841887354850769,2,car,0000000466.tiff
218,5,749,372,812,413,0.8248836398124695,2,car,0000000466.tiff
219,6,1148,336,1206,374,0.8169509768486023,2,car,0000000466.tiff
220,7,1689,321,1785,358,0.8039087057113647,2,car,0000000466.tiff
221,8,438,338,517,390,0.7417676448822021,2,car,0000000466.tiff
222,9,702,329,748,362,0.7104343771934509,2,car,0000000466.tiff
223,10,759,277,799,322,0.6954089403152466,2,car,0000000466.tiff
224,13,514,351,561,382,0.4334181249141693,2,car,0000000466.tiff
225,15,1030,244,1057,270,0.4066736698150635,2,car,0000000466.tiff
226,16,113,360,191,402,0.3469444513320923,2,car,0000000466.tiff
227,0,1305,1016,1638,1352,0.9252105951309204,2,car,0000000467.tiff
228,1,551,445,717,654,0.8881086111068726,5,bus,0000000467.tiff
229,2,512,387,582,439,0.8789052963256836,2,car,0000000467.tiff
230,3,1802,1037,2041,1308,0.8601968288421631,2,car,0000000467.tiff
231,4,745,374,808,418,0.8586077094078064,2,car,0000000467.tiff
232,5,1164,401,1244,458,0.8295668363571167,2,car,0000000467.tiff
233,6,1690,322,1784,358,0.7968950867652893,2,car,0000000467.tiff
234,7,1141,336,1198,371,0.7612124681472778,2,car,0000000467.tiff
235,8,696,332,740,363,0.7316995859146118,2,car,0000000467.tiff
236,9,440,338,516,389,0.725624680519104,2,car,0000000467.tiff
237,11,759,278,800,324,0.6245452761650085,2,car,0000000467.tiff
238,14,1030,244,1056,270,0.4358943998813629,2,car,0000000467.tiff
239,15,519,352,563,382,0.3548130393028259,2,car,0000000467.tiff
240,16,113,360,191,401,0.27403414249420166,2,car,0000000467.tiff
241,0,1281,953,1576,1240,0.9286167621612549,2,car,0000000468.tiff
242,1,1738,974,2047,1315,0.9229428172111511,2,car,0000000468.tiff
243,2,546,449,718,666,0.8997175693511963,5,bus,0000000468.tiff
244,3,509,387,579,443,0.8848962187767029,2,car,0000000468.tiff
245,4,742,377,807,422,0.8700598478317261,2,car,0000000468.tiff
246,5,1157,395,1233,450,0.839780330657959,2,car,0000000468.tiff
247,6,1689,322,1784,358,0.8041470050811768,2,car,0000000468.tiff
248,7,1140,334,1194,368,0.7637956738471985,2,car,0000000468.tiff
249,8,436,338,516,389,0.7482746243476868,2,car,0000000468.tiff
250,9,693,334,738,364,0.718856155872345,2,car,0000000468.tiff
251,12,759,278,799,326,0.5517157316207886,2,car,0000000468.tiff
252,15,516,350,567,382,0.37169522047042847,2,car,0000000468.tiff
253,16,1031,246,1054,270,0.331565260887146,2,car,0000000468.tiff
254,17,112,360,191,401,0.3045448362827301,2,car,0000000468.tiff
255,0,1682,921,2046,1235,0.9304824471473694,2,car,0000000469.tiff
256,1,1259,898,1525,1145,0.9182275533676147,2,car,0000000469.tiff
257,2,541,457,720,684,0.9051110148429871,5,bus,0000000469.tiff
258,3,505,389,575,445,0.8832497000694275,2,car,0000000469.tiff
259,4,742,380,804,425,0.8797504305839539,2,car,0000000469.tiff
260,5,1152,391,1224,442,0.850889265537262,2,car,0000000469.tiff
261,6,1689,321,1785,358,0.809050440788269,2,car,0000000469.tiff
262,7,1133,331,1188,363,0.7404755353927612,2,car,0000000469.tiff
263,8,444,338,516,389,0.7295036911964417,2,car,0000000469.tiff
264,9,687,333,734,367,0.688206672668457,2,car,0000000469.tiff
265,12,759,278,799,327,0.5576860308647156,2,car,0000000469.tiff
266,15,527,354,567,380,0.4205171763896942,2,car,0000000469.tiff
267,16,115,360,191,401,0.39386191964149475,2,car,0000000469.tiff
268,0,1632,872,2037,1146,0.9348626732826233,2,car,0000000470.tiff
269,1,536,465,720,700,0.9134688973426819,5,bus,0000000470.tiff
270,2,1239,850,1480,1066,0.9120659232139587,2,car,0000000470.tiff
271,3,500,389,572,447,0.8764633536338806,2,car,0000000470.tiff
272,4,740,384,800,429,0.8572981357574463,2,car,0000000470.tiff
273,5,1142,386,1215,436,0.82914137840271,2,car,0000000470.tiff
274,6,1690,321,1785,357,0.8056566119194031,2,car,0000000470.tiff
275,7,1131,329,1184,362,0.7761922478675842,2,car,0000000470.tiff
276,8,440,337,517,390,0.7214571237564087,2,car,0000000470.tiff
277,9,682,335,729,368,0.687972366809845,2,car,0000000470.tiff
278,13,758,280,799,328,0.4958816170692444,2,car,0000000470.tiff
279,15,524,354,570,382,0.48056530952453613,2,car,0000000470.tiff
280,16,114,360,191,401,0.4063326418399811,2,car,0000000470.tiff
281,18,1030,247,1052,268,0.26738473773002625,2,car,0000000470.tiff
282,0,1589,828,1956,1070,0.9406802654266357,2,car,0000000471.tiff
283,1,1223,805,1441,1001,0.9240879416465759,2,car,0000000471.tiff
284,2,520,473,719,717,0.9120781421661377,5,bus,0000000471.tiff
285,3,495,392,568,450,0.8990250825881958,2,car,0000000471.tiff
286,4,1137,381,1206,431,0.8428670763969421,2,car,0000000471.tiff
287,5,1690,321,1784,357,0.8003354072570801,2,car,0000000471.tiff
288,6,678,338,727,370,0.7736824750900269,2,car,0000000471.tiff
289,7,735,386,797,434,0.7676551342010498,2,car,0000000471.tiff
290,8,443,338,516,390,0.7259244322776794,2,car,0000000471.tiff
291,9,1129,326,1178,359,0.7256587743759155,2,car,0000000471.tiff
292,13,518,351,572,380,0.49024173617362976,2,car,0000000471.tiff
293,14,757,280,798,329,0.4702223837375641,2,car,0000000471.tiff
294,16,113,361,191,400,0.32408633828163147,2,car,0000000471.tiff
295,17,757,280,798,330,0.3227420747280121,5,bus,0000000471.tiff
296,19,1030,246,1051,268,0.28010812401771545,2,car,0000000471.tiff
297,0,1551,789,1878,1009,0.9335060715675354,2,car,0000000472.tiff
298,1,1208,764,1411,944,0.9164541959762573,2,car,0000000472.tiff
299,2,492,392,566,453,0.8954983949661255,2,car,0000000472.tiff
300,3,727,391,796,439,0.8611739277839661,2,car,0000000472.tiff
301,4,1133,376,1198,424,0.832392692565918,2,car,0000000472.tiff
302,5,1689,321,1785,357,0.8027004599571228,2,car,0000000472.tiff
303,6,515,483,720,739,0.7973418831825256,5,bus,0000000472.tiff
304,7,1123,325,1174,356,0.7687903642654419,2,car,0000000472.tiff
305,8,674,338,722,375,0.7363817691802979,2,car,0000000472.tiff
306,9,444,338,516,390,0.7233039140701294,2,car,0000000472.tiff
307,14,522,353,572,382,0.5209218859672546,2,car,0000000472.tiff
308,15,756,281,799,330,0.44255658984184265,2,car,0000000472.tiff
309,16,114,361,191,401,0.3404686152935028,2,car,0000000472.tiff
310,17,1030,245,1051,267,0.2983202338218689,2,car,0000000472.tiff
311,18,757,281,799,331,0.2738422751426697,5,bus,0000000472.tiff
312,0,1517,755,1815,949,0.9315294623374939,2,car,0000000473.tiff
313,1,1194,729,1381,894,0.9192096590995789,2,car,0000000473.tiff
314,2,495,488,716,757,0.88709956407547,5,bus,0000000473.tiff
315,3,487,396,561,455,0.8869792222976685,2,car,0000000473.tiff
316,4,720,397,792,446,0.8568288683891296,2,car,0000000473.tiff
317,5,1128,372,1191,419,0.8231120109558105,2,car,0000000473.tiff
318,6,1689,321,1784,357,0.8040424585342407,2,car,0000000473.tiff
319,7,670,339,719,375,0.7924627661705017,2,car,0000000473.tiff
320,8,1120,321,1169,353,0.7441561222076416,2,car,0000000473.tiff
321,9,442,338,516,390,0.7365049123764038,2,car,0000000473.tiff
322,11,519,353,573,382,0.6024072170257568,2,car,0000000473.tiff
323,15,756,282,798,331,0.48201748728752136,2,car,0000000473.tiff
324,16,114,361,191,401,0.3391616642475128,2,car,0000000473.tiff
325,18,1030,246,1050,267,0.25270065665245056,2,car,0000000473.tiff
326,0,1484,723,1758,903,0.933646023273468,2,car,0000000474.tiff
327,1,1181,697,1357,847,0.9093969464302063,2,car,0000000474.tiff
328,2,481,505,714,780,0.8895547389984131,5,bus,0000000474.tiff
329,3,482,398,558,457,0.8806111216545105,2,car,0000000474.tiff
330,4,715,398,787,453,0.8763474822044373,2,car,0000000474.tiff
331,5,1124,368,1185,413,0.8005354404449463,2,car,0000000474.tiff
332,6,1690,322,1784,357,0.7926390767097473,2,car,0000000474.tiff
333,7,1117,321,1165,350,0.7297313213348389,2,car,0000000474.tiff
334,8,435,338,516,390,0.7276946306228638,2,car,0000000474.tiff
335,9,664,342,714,378,0.7024178504943848,2,car,0000000474.tiff
336,11,520,353,575,382,0.6120189428329468,2,car,0000000474.tiff
337,12,756,283,798,333,0.5967094898223877,2,car,0000000474.tiff
338,16,113,361,191,401,0.3575443625450134,2,car,0000000474.tiff
339,18,755,282,798,333,0.3073422312736511,5,bus,0000000474.tiff
340,0,1456,693,1708,858,0.9228408336639404,2,car,0000000475.tiff
341,1,1172,670,1335,808,0.9155126214027405,2,car,0000000475.tiff
342,2,463,513,713,811,0.9016687273979187,5,bus,0000000475.tiff
343,3,478,399,555,458,0.874336838722229,2,car,0000000475.tiff
344,4,710,402,783,458,0.8642795085906982,2,car,0000000475.tiff
345,5,1115,367,1179,409,0.8244984149932861,2,car,0000000475.tiff
346,6,1689,322,1785,358,0.7985544204711914,2,car,0000000475.tiff
347,7,663,344,708,379,0.7663692235946655,2,car,0000000475.tiff
348,8,440,338,516,390,0.7324790954589844,2,car,0000000475.tiff
349,9,1112,319,1159,348,0.7148326635360718,2,car,0000000475.tiff
350,10,520,353,575,382,0.649958610534668,2,car,0000000475.tiff
351,11,756,283,797,334,0.5768770575523376,2,car,0000000475.tiff
352,17,755,283,797,334,0.4708382487297058,5,bus,0000000475.tiff
353,18,1457,1366,1880,1535,0.4312014579772949,2,car,0000000475.tiff
354,19,115,361,191,400,0.34880250692367554,2,car,0000000475.tiff
355,0,1431,668,1663,820,0.9283416271209717,2,car,0000000476.tiff
356,1,1160,644,1313,774,0.9252025485038757,2,car,0000000476.tiff
357,2,439,526,712,843,0.9100963473320007,5,bus,0000000476.tiff
358,3,473,404,550,461,0.8740947842597961,2,car,0000000476.tiff
359,4,706,409,778,463,0.8468751311302185,2,car,0000000476.tiff
360,5,1416,1240,1868,1535,0.8387472033500671,2,car,0000000476.tiff
361,6,1688,322,1784,357,0.8027578592300415,2,car,0000000476.tiff
362,7,1109,361,1172,405,0.7711313366889954,2,car,0000000476.tiff
363,8,655,347,705,382,0.7689462304115295,2,car,0000000476.tiff
364,9,442,338,516,390,0.6922869086265564,2,car,0000000476.tiff
365,10,1107,319,1157,347,0.678613007068634,2,car,0000000476.tiff
366,11,517,353,576,383,0.661328911781311,2,car,0000000476.tiff
367,12,755,283,798,335,0.631220817565918,2,car,0000000476.tiff
368,17,754,283,798,335,0.41905930638313293,5,bus,0000000476.tiff
369,18,113,361,191,400,0.25837934017181396,2,car,0000000476.tiff
370,0,1408,644,1623,787,0.9210060238838196,2,car,0000000477.tiff
371,1,1152,620,1297,743,0.9158801436424255,2,car,0000000477.tiff
372,2,412,539,709,873,0.8987160325050354,5,bus,0000000477.tiff
373,3,1384,1137,1855,1535,0.8964448571205139,2,car,0000000477.tiff
374,4,468,403,546,465,0.877852737903595,2,car,0000000477.tiff
375,5,699,413,774,471,0.8595106601715088,2,car,0000000477.tiff
376,6,1107,357,1167,400,0.8066381216049194,2,car,0000000477.tiff
377,7,1689,321,1784,357,0.7893523573875427,2,car,0000000477.tiff
378,8,653,348,700,383,0.7529926896095276,2,car,0000000477.tiff
379,9,446,338,516,390,0.7072672247886658,2,car,0000000477.tiff
380,10,1103,313,1153,344,0.6830079555511475,2,car,0000000477.tiff
381,11,519,353,576,383,0.663047730922699,2,car,0000000477.tiff
382,15,753,284,798,337,0.5476909875869751,2,car,0000000477.tiff
383,17,752,284,798,337,0.38170695304870605,5,bus,0000000477.tiff
384,19,114,361,191,402,0.30438652634620667,2,car,0000000477.tiff
385,0,1358,1054,1772,1508,0.9381651282310486,2,car,0000000478.tiff
386,1,1388,623,1588,756,0.9274466037750244,2,car,0000000478.tiff
387,2,385,555,705,917,0.916280210018158,5,bus,0000000478.tiff
388,3,1144,599,1280,715,0.9120027422904968,2,car,0000000478.tiff
389,4,463,407,543,468,0.8780049681663513,2,car,0000000478.tiff
390,5,689,419,768,478,0.8675094246864319,2,car,0000000478.tiff
391,6,1689,322,1785,358,0.8001598715782166,2,car,0000000478.tiff
392,7,1104,353,1160,395,0.7842683792114258,2,car,0000000478.tiff
393,8,647,350,698,385,0.7772599458694458,2,car,0000000478.tiff
394,9,442,337,517,391,0.6950157284736633,2,car,0000000478.tiff
395,10,1102,312,1149,340,0.6852737665176392,2,car,0000000478.tiff
396,13,517,353,577,383,0.61585533618927,2,car,0000000478.tiff
397,16,752,285,798,339,0.5454413890838623,2,car,0000000478.tiff
398,18,114,361,191,402,0.3328503370285034,2,car,0000000478.tiff
399,19,751,285,798,340,0.3074762225151062,5,bus,0000000478.tiff
