,index,xmin,ymin,xmax,ymax,confidence,class,name,frame
58,1,1190,360,1258,407,0.7808538675308228,2,car,0000000458.tiff
59,2,579,403,708,561,0.7705391049385071,5,bus,0000000458.tiff
60,3,779,343,826,388,0.7264822721481323,2,car,0000000458.tiff
61,4,0,651,200,1042,0.6646900177001953,5,bus,0000000458.tiff
62,5,451,341,523,389,0.601040780544281,2,car,0000000458.tiff
63,6,541,373,598,421,0.4508928954601288,2,car,0000000458.tiff
64,7,734,315,771,346,0.4136109948158264,2,car,0000000458.tiff
65,9,762,272,798,313,0.3367324769496918,2,car,0000000458.tiff
66,0,1239,459,1352,531,0.8381249904632568,2,car,0000000459.tiff
67,1,1187,357,1252,402,0.805009663105011,2,car,0000000459.tiff
68,2,0,530,164,1049,0.7720503807067871,5,bus,0000000459.tiff
69,3,578,406,707,567,0.7492750883102417,5,bus,0000000459.tiff
70,4,778,348,825,390,0.7308270335197449,2,car,0000000459.tiff
71,5,451,344,521,389,0.5851957201957703,2,car,0000000459.tiff
72,6,537,376,596,428,0.5614748597145081,2,car,0000000459.tiff
73,7,731,318,766,347,0.4232272803783417,2,car,0000000459.tiff
74,12,761,278,797,319,0.2787591814994812,2,car,0000000459.tiff
75,0,1179,354,1246,395,0.827074408531189,2,car,0000000460.tiff
76,1,1226,448,1334,517,0.823277473449707,2,car,0000000460.tiff
77,2,578,409,710,577,0.8002259135246277,5,bus,0000000460.tiff
78,3,0,526,119,1046,0.7887019515037537,5,bus,0000000460.tiff
79,4,773,353,823,393,0.7870053648948669,2,car,0000000460.tiff
80,5,534,379,591,426,0.5966891050338745,2,car,0000000460.tiff
81,6,451,343,518,388,0.5908626914024353,2,car,0000000460.tiff
82,7,728,322,763,348,0.4551915228366852,2,car,0000000460.tiff
83,0,1222,442,1320,509,0.8306951522827148,2,car,0000000461.tiff
84,1,770,356,822,395,0.7890884280204773,2,car,0000000461.tiff
85,2,1175,352,1237,394,0.7669292688369751,2,car,0000000461.tiff
86,3,578,414,711,581,0.7635882496833801,5,bus,0000000461.tiff
87,4,531,377,590,428,0.6757909655570984,2,car,0000000461.tiff
88,5,450,344,515,388,0.5991816520690918,2,car,0000000461.tiff
89,6,722,322,758,348,0.4687630236148834,2,car,0000000461.tiff
90,8,0,509,78,1035,0.4219885766506195,7,truck,0000000461.tiff
91,11,760,277,798,319,0.26988524198532104,2,car,0000000461.tiff
92,0,1209,433,1304,498,0.840211033821106,2,car,0000000462.tiff
93,1,1168,349,1229,389,0.7787618041038513,2,car,0000000462.tiff
94,2,767,359,821,401,0.7649993896484375,2,car,0000000462.tiff
95,3,576,423,715,589,0.7467987537384033,5,bus,0000000462.tiff
96,4,527,376,589,429,0.6615918278694153,2,car,0000000462.tiff
97,5,450,345,513,389,0.6268593072891235,2,car,0000000462.tiff
98,6,718,319,756,353,0.46188923716545105,2,car,0000000462.tiff
99,7,0,544,68,763,0.4011968970298767,7,truck,0000000462.tiff
100,9,0,546,70,764,0.33854565024375916,2,car,0000000462.tiff
101,10,759,277,799,319,0.32309138774871826,2,car,0000000462.tiff
102,12,1031,243,1058,271,0.2954214811325073,2,car,0000000462.tiff
103,0,1199,429,1288,490,0.8738487958908081,2,car,0000000463.tiff
104,1,1164,346,1223,384,0.7371699810028076,2,car,0000000463.tiff
105,2,762,358,818,403,0.6980679035186768,2,car,0000000463.tiff
106,3,525,378,587,433,0.6959896087646484,2,car,0000000463.tiff
107,4,451,347,513,389,0.6266423463821411,2,car,0000000463.tiff
108,5,0,564,61,764,0.6157112717628479,2,car,0000000463.tiff
109,6,571,427,718,609,0.6055796146392822,5,bus,0000000463.tiff
110,7,716,322,754,356,0.4966777265071869,2,car,0000000463.tiff
111,9,759,277,799,322,0.44519469141960144,2,car,0000000463.tiff
112,11,572,420,714,603,0.3282296061515808,7,truck,0000000463.tiff
113,12,1031,243,1058,271,0.2968582510948181,2,car,0000000463.tiff
114,0,1193,417,1278,480,0.8166093826293945,2,car,0000000464.tiff
115,1,1160,344,1215,379,0.7545313835144043,2,car,0000000464.tiff
116,2,522,383,588,436,0.7354161739349365,2,car,0000000464.tiff
117,3,761,362,815,406,0.731329083442688,2,car,0000000464.tiff
118,5,451,347,513,389,0.6377615332603455,2,car,0000000464.tiff
119,6,571,432,718,616,0.5955632925033569,5,bus,0000000464.tiff
120,7,571,429,717,614,0.47260043025016785,7,truck,0000000464.tiff
121,8,760,278,799,320,0.47092217206954956,2,car,0000000464.tiff
122,9,714,323,752,357,0.43077942728996277,2,car,0000000464.tiff
123,12,0,575,53,763,0.32271629571914673,5,bus,0000000464.tiff
124,0,1183,413,1268,472,0.8248955011367798,2,car,0000000465.tiff
125,1,761,365,812,409,0.7928747534751892,2,car,0000000465.tiff
126,3,519,382,582,432,0.7370047569274902,2,car,0000000465.tiff
127,4,1155,345,1209,377,0.725121796131134,2,car,0000000465.tiff
128,5,568,427,715,625,0.623735249042511,5,bus,0000000465.tiff
129,6,451,346,513,389,0.6193782687187195,2,car,0000000465.tiff
130,7,709,329,746,360,0.5472756624221802,2,car,0000000465.tiff
131,8,760,278,798,321,0.46975186467170715,2,car,0000000465.tiff
132,9,566,431,714,624,0.45923134684562683,7,truck,0000000465.tiff
133,0,1177,405,1256,466,0.8465215563774109,2,car,0000000466.tiff
134,1,758,370,812,412,0.8093317747116089,2,car,0000000466.tiff
135,2,1336,1093,1719,1495,0.7778034210205078,2,car,0000000466.tiff
136,3,565,437,717,634,0.7428266406059265,5,bus,0000000466.tiff
137,4,515,383,579,434,0.7019760012626648,2,car,0000000466.tiff
138,5,1152,343,1207,376,0.6752030253410339,2,car,0000000466.tiff
139,6,450,346,515,390,0.6251642107963562,2,car,0000000466.tiff
140,7,704,332,744,362,0.6042768955230713,2,car,0000000466.tiff
141,8,758,279,799,321,0.5236173272132874,2,car,0000000466.tiff
142,9,1887,1110,2031,1309,0.42805221676826477,2,car,0000000466.tiff
143,12,1028,245,1056,270,0.2969032824039459,2,car,0000000466.tiff
144,0,1172,401,1246,459,0.8698666095733643,2,car,0000000467.tiff
145,1,1303,1016,1637,1354,0.8502649664878845,2,car,0000000467.tiff
146,2,754,372,809,418,0.8077467083930969,2,car,0000000467.tiff
147,3,1147,342,1199,370,0.7812168598175049,2,car,0000000467.tiff
148,4,554,443,717,656,0.7400888800621033,5,bus,0000000467.tiff
149,5,697,334,740,363,0.6528528332710266,2,car,0000000467.tiff
150,6,758,279,798,322,0.6035415530204773,2,car,0000000467.tiff
151,7,452,347,513,390,0.5982773900032043,2,car,0000000467.tiff
152,8,513,383,574,435,0.5737177729606628,2,car,0000000467.tiff
153,9,1801,1037,2047,1312,0.5157922506332397,2,car,0000000467.tiff
154,12,1028,244,1056,270,0.3182026147842407,2,car,0000000467.tiff
155,0,1281,951,1574,1239,0.875694215297699,2,car,0000000468.tiff
156,1,1156,395,1232,451,0.841356098651886,2,car,0000000468.tiff
157,2,747,377,808,421,0.8138437867164612,2,car,0000000468.tiff
158,3,1736,978,2046,1304,0.7674367427825928,2,car,0000000468.tiff
159,4,552,450,715,671,0.7626087069511414,5,bus,0000000468.tiff
160,5,1144,336,1194,368,0.7542071342468262,2,car,0000000468.tiff
161,6,510,392,577,442,0.6987898945808411,2,car,0000000468.tiff
162,7,451,345,515,390,0.6198049187660217,2,car,0000000468.tiff
163,8,758,280,798,322,0.5907931923866272,2,car,0000000468.tiff
164,9,697,336,735,363,0.47921013832092285,2,car,0000000468.tiff
165,12,515,354,568,389,0.3480817377567291,2,car,0000000468.tiff
166,14,1028,244,1055,270,0.2903994023799896,2,car,0000000468.tiff
167,0,1682,920,2043,1232,0.8816519975662231,2,car,0000000469.tiff
168,1,1252,897,1520,1145,0.8558506369590759,2,car,0000000469.tiff
169,2,545,453,714,683,0.8480194807052612,5,bus,0000000469.tiff
170,3,1158,388,1225,445,0.8458058834075928,2,car,0000000469.tiff
171,4,741,382,805,427,0.8409637212753296,2,car,0000000469.tiff
172,5,1138,333,1187,367,0.7573158740997314,2,car,0000000469.tiff
173,6,505,393,574,444,0.737905740737915,2,car,0000000469.tiff
174,7,689,339,733,368,0.6087208390235901,2,car,0000000469.tiff
175,8,449,344,516,390,0.607812225818634,2,car,0000000469.tiff
176,9,758,281,798,324,0.5789315700531006,2,car,0000000469.tiff
177,12,513,354,568,381,0.3489515781402588,2,car,0000000469.tiff
178,0,1233,849,1480,1067,0.8870992064476013,2,car,0000000470.tiff
179,1,1625,875,2033,1155,0.8741690516471863,2,car,0000000470.tiff
180,2,543,465,714,692,0.820055365562439,5,bus,0000000470.tiff
181,3,740,382,800,431,0.792127251625061,2,car,0000000470.tiff
182,4,1150,384,1212,438,0.7735130190849304,2,car,0000000470.tiff
183,5,1131,331,1182,364,0.7307910323143005,2,car,0000000470.tiff
184,6,500,391,569,447,0.697665810585022,2,car,0000000470.tiff
185,7,450,345,515,389,0.5897253751754761,2,car,0000000470.tiff
186,8,684,338,730,368,0.564082145690918,2,car,0000000470.tiff
187,9,756,282,798,325,0.5605600476264954,2,car,0000000470.tiff
188,13,513,353,566,383,0.2563246190547943,2,car,0000000470.tiff
189,0,1590,830,1959,1079,0.9083154201507568,2,car,0000000471.tiff
190,1,1217,806,1445,999,0.8876457214355469,2,car,0000000471.tiff
191,2,532,470,718,720,0.8112591505050659,5,bus,0000000471.tiff
192,3,730,384,796,437,0.7850562334060669,2,car,0000000471.tiff
193,4,1140,381,1207,434,0.7525336146354675,2,car,0000000471.tiff
194,5,495,395,567,452,0.736279308795929,2,car,0000000471.tiff
195,6,1127,329,1177,361,0.6707070469856262,2,car,0000000471.tiff
196,7,448,344,515,391,0.6211106777191162,2,car,0000000471.tiff
197,8,680,339,730,371,0.6069514751434326,2,car,0000000471.tiff
198,9,755,283,798,329,0.5038904547691345,2,car,0000000471.tiff
199,10,514,353,568,384,0.41322648525238037,2,car,0000000471.tiff
200,0,1547,792,1881,1013,0.9079274535179138,2,car,0000000472.tiff
201,1,1204,767,1409,946,0.8694167137145996,2,car,0000000472.tiff
202,2,729,388,794,442,0.8268653154373169,2,car,0000000472.tiff
203,3,1136,378,1200,424,0.8069661259651184,2,car,0000000472.tiff
204,4,492,397,562,453,0.760914146900177,2,car,0000000472.tiff
205,5,1125,327,1173,357,0.6998695135116577,2,car,0000000472.tiff
206,6,515,482,719,734,0.6982945203781128,5,bus,0000000472.tiff
207,7,446,344,514,390,0.5957629084587097,2,car,0000000472.tiff
208,8,675,342,721,374,0.5734767913818359,2,car,0000000472.tiff
209,9,755,282,798,328,0.5198309421539307,2,car,0000000472.tiff
210,11,517,352,570,385,0.41162607073783875,2,car,0000000472.tiff
211,13,513,482,719,744,0.2615951895713806,7,truck,0000000472.tiff
212,0,1502,750,1817,957,0.8914160132408142,2,car,0000000473.tiff
213,1,1125,374,1197,422,0.8605929613113403,2,car,0000000473.tiff
214,2,723,394,790,447,0.8537219762802124,2,car,0000000473.tiff
215,3,1172,731,1381,894,0.8316407203674316,2,car,0000000473.tiff
216,4,488,397,560,456,0.7581679821014404,2,car,0000000473.tiff
217,5,508,503,709,755,0.731112539768219,5,bus,0000000473.tiff
218,6,1123,324,1169,353,0.6750701665878296,2,car,0000000473.tiff
219,7,753,283,797,330,0.5948686599731445,2,car,0000000473.tiff
220,8,448,344,514,390,0.5855191349983215,2,car,0000000473.tiff
221,9,673,346,714,374,0.550225019454956,2,car,0000000473.tiff
222,11,515,352,571,385,0.43550625443458557,2,car,0000000473.tiff
223,0,1484,725,1758,907,0.8881760835647583,2,car,0000000474.tiff
224,1,716,397,789,455,0.8714441061019897,2,car,0000000474.tiff
225,2,1125,369,1185,415,0.8598752021789551,2,car,0000000474.tiff
226,3,1179,699,1357,847,0.8533456325531006,2,car,0000000474.tiff
227,4,493,496,710,784,0.8155661821365356,5,bus,0000000474.tiff
228,5,482,400,557,458,0.7657301425933838,2,car,0000000474.tiff
229,6,1119,320,1164,350,0.6546244025230408,2,car,0000000474.tiff
230,7,448,344,514,390,0.5888828635215759,2,car,0000000474.tiff
231,8,753,284,797,331,0.5088962316513062,2,car,0000000474.tiff
232,9,670,348,705,374,0.4931308329105377,2,car,0000000474.tiff
233,10,516,352,571,384,0.4657646417617798,2,car,0000000474.tiff
234,12,755,283,797,331,0.33832257986068726,7,truck,0000000474.tiff
235,0,1455,694,1710,865,0.9039973616600037,2,car,0000000475.tiff
236,1,1174,671,1333,808,0.8595595359802246,2,car,0000000475.tiff
237,2,714,400,780,458,0.8417639136314392,2,car,0000000475.tiff
238,3,1120,369,1178,409,0.8277539610862732,2,car,0000000475.tiff
239,4,476,513,708,813,0.802092969417572,5,bus,0000000475.tiff
240,5,477,400,554,461,0.7272778749465942,2,car,0000000475.tiff
241,6,663,347,706,380,0.6253604888916016,2,car,0000000475.tiff
242,7,1116,319,1160,348,0.6170293092727661,2,car,0000000475.tiff
243,8,447,344,514,390,0.5729660987854004,2,car,0000000475.tiff
244,9,754,284,797,331,0.5179044008255005,2,car,0000000475.tiff
245,10,519,354,572,385,0.43898820877075195,2,car,0000000475.tiff
246,0,1431,667,1664,826,0.8903992772102356,2,car,0000000476.tiff
247,1,706,405,779,465,0.8119906783103943,2,car,0000000476.tiff
248,2,1164,646,1309,772,0.7912607789039612,2,car,0000000476.tiff
249,3,1118,361,1172,408,0.7723920941352844,2,car,0000000476.tiff
250,4,472,402,550,463,0.765099287033081,2,car,0000000476.tiff
251,5,451,529,707,841,0.7427966594696045,5,bus,0000000476.tiff
252,6,659,350,703,381,0.6479403972625732,2,car,0000000476.tiff
253,7,1112,320,1157,344,0.6102797389030457,2,car,0000000476.tiff
254,8,449,345,515,390,0.5705097317695618,2,car,0000000476.tiff
255,9,459,528,707,840,0.4526066184043884,7,truck,0000000476.tiff
256,10,754,284,797,335,0.4468894898891449,2,car,0000000476.tiff
257,11,515,354,573,384,0.44270873069763184,2,car,0000000476.tiff
258,13,754,284,797,334,0.315157413482666,7,truck,0000000476.tiff
259,0,1403,644,1624,793,0.9003724455833435,2,car,0000000477.tiff
260,1,1146,621,1298,744,0.8361647725105286,2,car,0000000477.tiff
261,2,1113,356,1169,403,0.8124794363975525,2,car,0000000477.tiff
262,3,700,407,774,471,0.7779645919799805,2,car,0000000477.tiff
263,4,435,539,705,877,0.7556762099266052,7,truck,0000000477.tiff
264,5,465,406,546,466,0.7346256971359253,2,car,0000000477.tiff
265,6,653,350,698,383,0.6157028675079346,2,car,0000000477.tiff
266,7,1109,316,1149,342,0.5840432643890381,2,car,0000000477.tiff
267,8,449,345,517,391,0.5129562020301819,2,car,0000000477.tiff
268,9,518,354,574,385,0.41714462637901306,2,car,0000000477.tiff
269,10,753,285,797,336,0.40995991230010986,2,car,0000000477.tiff
270,12,754,285,797,336,0.3039783835411072,7,truck,0000000477.tiff
271,13,1371,1143,1864,1536,0.2895703911781311,7,truck,0000000477.tiff
272,0,1387,624,1587,762,0.9036676287651062,2,car,0000000478.tiff
273,1,1150,603,1279,715,0.8310270309448242,2,car,0000000478.tiff
274,2,694,418,766,476,0.7991435527801514,2,car,0000000478.tiff
275,3,461,407,543,469,0.7559165954589844,2,car,0000000478.tiff
276,4,1107,349,1160,396,0.7323731780052185,2,car,0000000478.tiff
277,5,399,555,705,916,0.6622780561447144,5,bus,0000000478.tiff
278,6,650,355,694,386,0.602468729019165,2,car,0000000478.tiff
279,7,1347,1059,1769,1511,0.56861811876297,2,car,0000000478.tiff
280,8,450,344,516,390,0.5261322855949402,2,car,0000000478.tiff
281,9,406,554,702,914,0.48382094502449036,7,truck,0000000478.tiff
282,10,518,355,575,384,0.4451439678668976,2,car,0000000478.tiff
283,11,751,286,797,337,0.4341273605823517,2,car,0000000478.tiff
284,12,1107,312,1144,339,0.3841623365879059,2,car,0000000478.tiff
285,0,1361,603,1556,733,0.907947301864624,2,car,0000000479.tiff
286,1,1137,583,1264,690,0.8407918214797974,2,car,0000000479.tiff
287,2,683,423,762,485,0.8373193144798279,2,car,0000000479.tiff
288,3,457,410,538,473,0.7771159410476685,2,car,0000000479.tiff
289,4,1103,351,1153,392,0.775664746761322,2,car,0000000479.tiff
290,5,383,572,699,963,0.7388257384300232,7,truck,0000000479.tiff
291,6,1334,980,1692,1358,0.5745609402656555,2,car,0000000479.tiff
292,7,645,358,690,386,0.5569056868553162,2,car,0000000479.tiff
293,8,751,287,796,341,0.5059548616409302,2,car,0000000479.tiff
294,9,451,345,516,389,0.46509605646133423,2,car,0000000479.tiff
295,10,519,355,578,383,0.4430043697357178,2,car,0000000479.tiff
296,11,1105,311,1141,338,0.44257745146751404,2,car,0000000479.tiff
297,0,1347,587,1527,707,0.883978009223938,2,car,0000000480.tiff
298,1,1313,923,1634,1252,0.8312984108924866,2,car,0000000480.tiff
299,2,1132,564,1252,667,0.8208330869674683,2,car,0000000480.tiff
300,3,451,419,532,473,0.7698379158973694,2,car,0000000480.tiff
301,4,675,432,753,495,0.7599430680274963,2,car,0000000480.tiff
302,5,1098,349,1148,388,0.7396710515022278,2,car,0000000480.tiff
303,6,332,597,695,1015,0.6134600639343262,7,truck,0000000480.tiff
304,7,750,290,797,342,0.5787959694862366,2,car,0000000480.tiff
305,8,639,361,682,388,0.5685752630233765,2,car,0000000480.tiff
306,9,333,591,696,1014,0.5015855431556702,5,bus,0000000480.tiff
307,10,519,354,580,383,0.4274193346500397,2,car,0000000480.tiff
308,11,1100,308,1139,336,0.4181980490684509,2,car,0000000480.tiff
309,12,449,345,516,390,0.3924616575241089,2,car,0000000480.tiff
310,0,1329,570,1502,684,0.9154531359672546,2,car,0000000481.tiff
311,1,671,435,749,498,0.8176630735397339,2,car,0000000481.tiff
312,2,277,609,690,1076,0.8138014674186707,5,bus,0000000481.tiff
313,3,1128,543,1236,644,0.8038201332092285,2,car,0000000481.tiff
314,4,1095,343,1144,383,0.7379426956176758,2,car,0000000481.tiff
315,5,446,418,532,474,0.7145880460739136,2,car,0000000481.tiff
316,6,634,360,677,390,0.6442344188690186,2,car,0000000481.tiff
317,7,1307,872,1581,1150,0.5917583703994751,7,truck,0000000481.tiff
318,8,521,355,580,383,0.4853685200214386,2,car,0000000481.tiff
319,9,748,291,796,343,0.4786181151866913,2,car,0000000481.tiff
320,10,448,344,516,391,0.4584085941314697,2,car,0000000481.tiff
321,12,1096,305,1136,334,0.3637654781341553,2,car,0000000481.tiff
322,0,246,633,679,1151,0.9215807318687439,5,bus,0000000482.tiff
323,1,1316,553,1477,663,0.9008642435073853,2,car,0000000482.tiff
324,2,664,442,744,510,0.8429321646690369,2,car,0000000482.tiff
325,3,1119,528,1223,626,0.8406677842140198,2,car,0000000482.tiff
326,4,1293,828,1544,1074,0.7701268196105957,2,car,0000000482.tiff
327,5,439,420,525,478,0.7540838718414307,2,car,0000000482.tiff
328,6,1094,342,1141,381,0.690086841583252,2,car,0000000482.tiff
329,7,628,364,675,393,0.6697814464569092,2,car,0000000482.tiff
330,8,747,290,795,345,0.5057466626167297,2,car,0000000482.tiff
331,9,522,356,582,384,0.4751873016357422,2,car,0000000482.tiff
332,10,449,344,517,392,0.4407626986503601,2,car,0000000482.tiff
333,11,1094,303,1134,333,0.2699326276779175,2,car,0000000482.tiff
334,0,1301,538,1452,645,0.8991361856460571,2,car,0000000483.tiff
335,1,170,657,663,1235,0.888373851776123,5,bus,0000000483.tiff
336,2,1115,517,1212,610,0.8268203139305115,2,car,0000000483.tiff
337,3,1280,786,1509,1001,0.8176279067993164,2,car,0000000483.tiff
338,4,651,448,741,518,0.7869027256965637,2,car,0000000483.tiff
339,5,431,422,522,482,0.7546284198760986,2,car,0000000483.tiff
340,6,1090,341,1134,378,0.6883476972579956,2,car,0000000483.tiff
341,7,619,364,673,397,0.6150907874107361,2,car,0000000483.tiff
342,8,449,344,518,393,0.5449398159980774,2,car,0000000483.tiff
343,9,522,355,583,384,0.4966776371002197,2,car,0000000483.tiff
344,12,743,289,796,346,0.3404776453971863,5,bus,0000000483.tiff
345,13,745,291,794,345,0.3204095959663391,2,car,0000000483.tiff
346,14,1093,302,1130,329,0.3061261773109436,2,car,0000000483.tiff
347,0,85,688,657,1355,0.8805886507034302,5,bus,0000000484.tiff
348,1,1276,528,1430,627,0.869807779788971,2,car,0000000484.tiff
349,2,1103,507,1204,593,0.8177220225334167,2,car,0000000484.tiff
350,3,643,452,734,528,0.8052424192428589,2,car,0000000484.tiff
351,4,1268,755,1482,945,0.7495300769805908,2,car,0000000484.tiff
352,5,425,423,518,488,0.7352908253669739,2,car,0000000484.tiff
353,6,618,366,668,398,0.6396550536155701,2,car,0000000484.tiff
354,7,1084,330,1128,370,0.5710338354110718,2,car,0000000484.tiff
355,9,450,344,518,392,0.5197840929031372,2,car,0000000484.tiff
356,10,521,355,583,385,0.4912985861301422,2,car,0000000484.tiff
357,11,740,291,795,349,0.41540175676345825,5,bus,0000000484.tiff
358,0,1280,515,1414,609,0.8825344443321228,2,car,0000000485.tiff
359,1,634,465,723,540,0.8416838049888611,2,car,0000000485.tiff
360,2,9,728,635,1491,0.8153474926948547,5,bus,0000000485.tiff
361,3,1263,721,1459,893,0.8114017844200134,2,car,0000000485.tiff
362,4,1100,493,1194,574,0.7981054186820984,2,car,0000000485.tiff
363,5,1077,330,1125,370,0.688771665096283,2,car,0000000485.tiff
364,6,610,366,658,400,0.6630330681800842,2,car,0000000485.tiff
365,7,418,425,511,490,0.6234660744667053,2,car,0000000485.tiff
366,9,450,343,518,393,0.557375967502594,2,car,0000000485.tiff
367,10,520,354,583,386,0.540796160697937,2,car,0000000485.tiff
368,11,739,291,792,350,0.3789602220058441,5,bus,0000000485.tiff
369,14,737,292,792,349,0.3174538314342499,2,car,0000000485.tiff
370,0,1260,503,1404,595,0.883819580078125,2,car,0000000486.tiff
371,1,1095,486,1181,564,0.8145425915718079,2,car,0000000486.tiff
372,2,1259,690,1438,854,0.8054275512695312,2,car,0000000486.tiff
373,3,9,765,617,1514,0.7866154909133911,5,bus,0000000486.tiff
374,4,624,475,722,549,0.7664143443107605,2,car,0000000486.tiff
375,5,414,425,506,489,0.6928957104682922,2,car,0000000486.tiff
376,6,1075,321,1122,366,0.6564792990684509,2,car,0000000486.tiff
377,7,603,364,656,403,0.6490753889083862,2,car,0000000486.tiff
378,8,450,344,517,392,0.5655711889266968,2,car,0000000486.tiff
379,9,736,291,792,353,0.5554413795471191,5,bus,0000000486.tiff
380,10,520,353,583,385,0.5241028070449829,2,car,0000000486.tiff
381,0,7,811,590,1532,0.8897403478622437,5,bus,0000000487.tiff
382,1,1255,492,1380,578,0.8732150793075562,2,car,0000000487.tiff
383,2,1094,476,1175,547,0.8043580055236816,2,car,0000000487.tiff
384,3,1251,666,1425,815,0.8035461902618408,2,car,0000000487.tiff
385,4,615,482,710,565,0.7805063128471375,2,car,0000000487.tiff
386,5,407,426,502,493,0.7653396129608154,2,car,0000000487.tiff
387,6,1072,314,1119,361,0.6887125372886658,2,car,0000000487.tiff
388,7,598,364,651,405,0.5905714631080627,2,car,0000000487.tiff
389,8,450,343,518,392,0.556041419506073,2,car,0000000487.tiff
390,9,520,353,582,384,0.5174556374549866,2,car,0000000487.tiff
391,10,735,297,790,356,0.4495411217212677,2,car,0000000487.tiff
392,11,734,297,789,357,0.2838056981563568,5,bus,0000000487.tiff
393,0,1243,483,1364,568,0.856508731842041,2,car,0000000488.tiff
394,1,1090,461,1167,534,0.8183913230895996,2,car,0000000488.tiff
395,2,401,428,497,498,0.7866483926773071,2,car,0000000488.tiff
396,3,599,492,704,578,0.7710258960723877,2,car,0000000488.tiff
397,4,1251,641,1409,780,0.6944018602371216,2,car,0000000488.tiff
398,5,597,370,647,408,0.5937545895576477,2,car,0000000488.tiff
399,6,3,876,560,1529,0.5853577256202698,5,bus,0000000488.tiff
