,index,xmin,ymin,xmax,ymax,confidence,class,name,frame
108,8,1697,320,1787,358,0.6528856158256531,2,car,0000000458.tiff
109,9,452,337,533,391,0.6269852519035339,2,car,0000000458.tiff
110,11,761,271,798,313,0.44768038392066956,2,car,0000000458.tiff
111,12,1495,326,1540,362,0.4379713833332062,2,car,0000000458.tiff
112,14,117,360,193,397,0.41387251019477844,2,car,0000000458.tiff
113,16,51,381,132,416,0.37342870235443115,2,car,0000000458.tiff
114,17,0,536,98,669,0.3320925533771515,5,bus,0000000458.tiff
115,19,501,347,540,381,0.2578010559082031,2,car,0000000458.tiff
116,20,0,393,58,438,0.25420454144477844,2,car,0000000458.tiff
117,0,1249,458,1352,530,0.8844963908195496,2,car,0000000459.tiff
118,1,577,405,710,568,0.8807872533798218,5,bus,0000000459.tiff
119,2,536,374,599,428,0.853805422782898,2,car,0000000459.tiff
120,3,769,350,826,388,0.8414040803909302,2,car,0000000459.tiff
121,4,0,540,158,1033,0.8306085467338562,5,bus,0000000459.tiff
122,5,1186,359,1252,400,0.828416645526886,2,car,0000000459.tiff
123,6,730,318,769,349,0.7534033060073853,2,car,0000000459.tiff
124,7,1697,320,1787,358,0.6359209418296814,2,car,0000000459.tiff
125,9,452,338,532,391,0.572845995426178,2,car,0000000459.tiff
126,11,760,272,798,315,0.49264124035835266,2,car,0000000459.tiff
127,14,501,349,543,382,0.4069284200668335,2,car,0000000459.tiff
128,15,1495,326,1541,362,0.37664908170700073,2,car,0000000459.tiff
129,16,118,360,193,396,0.3464363217353821,2,car,0000000459.tiff
130,18,52,380,132,416,0.3078441619873047,2,car,0000000459.tiff
131,0,578,410,711,575,0.8919764161109924,5,bus,0000000460.tiff
132,1,1234,449,1335,517,0.8915500640869141,2,car,0000000460.tiff
133,2,535,374,596,429,0.839320957660675,2,car,0000000460.tiff
134,3,768,352,824,392,0.8386809229850769,2,car,0000000460.tiff
135,4,1179,354,1245,396,0.8253934979438782,2,car,0000000460.tiff
136,5,0,539,118,1059,0.7758552432060242,5,bus,0000000460.tiff
137,6,728,320,765,351,0.7554539442062378,2,car,0000000460.tiff
138,7,1697,319,1786,358,0.686976969242096,2,car,0000000460.tiff
139,9,451,337,518,391,0.5708611607551575,2,car,0000000460.tiff
140,10,500,347,548,382,0.5455133318901062,2,car,0000000460.tiff
141,14,1491,325,1541,362,0.4374695420265198,2,car,0000000460.tiff
142,15,759,272,798,317,0.3780282735824585,2,car,0000000460.tiff
143,16,118,359,195,398,0.3644241690635681,2,car,0000000460.tiff
144,17,759,272,798,316,0.33119940757751465,7,truck,0000000460.tiff
145,18,52,380,135,415,0.2655544579029083,2,car,0000000460.tiff
146,0,577,414,713,581,0.9118437170982361,5,bus,0000000461.tiff
147,1,1224,439,1319,507,0.8953636884689331,2,car,0000000461.tiff
148,2,766,353,823,396,0.8525990843772888,2,car,0000000461.tiff
149,3,1171,351,1236,392,0.8473787307739258,2,car,0000000461.tiff
150,4,532,374,595,431,0.8360507488250732,2,car,0000000461.tiff
151,5,720,323,763,352,0.720138430595398,2,car,0000000461.tiff
152,7,1697,320,1787,358,0.6590788960456848,2,car,0000000461.tiff
153,8,499,348,552,383,0.6057165861129761,2,car,0000000461.tiff
154,9,0,551,78,747,0.5864551663398743,5,bus,0000000461.tiff
155,10,450,336,517,391,0.5299280881881714,2,car,0000000461.tiff
156,11,0,538,76,1032,0.5065029859542847,5,bus,0000000461.tiff
157,15,1492,326,1540,362,0.4092491865158081,2,car,0000000461.tiff
158,16,118,359,193,398,0.3920377790927887,2,car,0000000461.tiff
159,17,759,272,799,318,0.36010056734085083,2,car,0000000461.tiff
160,18,759,273,798,316,0.3277272582054138,7,truck,0000000461.tiff
161,19,52,379,133,415,0.2762327194213867,2,car,0000000461.tiff
162,0,576,420,715,590,0.9077380895614624,5,bus,0000000462.tiff
163,1,1211,433,1304,497,0.8607421517372131,2,car,0000000462.tiff
164,2,1168,348,1230,389,0.8537503480911255,2,car,0000000462.tiff
165,3,766,357,820,399,0.8423077464103699,2,car,0000000462.tiff
166,4,527,377,592,432,0.8409324884414673,2,car,0000000462.tiff
167,5,718,324,760,354,0.7661225199699402,2,car,0000000462.tiff
168,6,1695,320,1787,358,0.6588335037231445,2,car,0000000462.tiff
169,8,500,349,553,383,0.5951577425003052,2,car,0000000462.tiff
170,9,0,542,68,761,0.5255743265151978,5,bus,0000000462.tiff
171,11,445,335,517,391,0.4632386863231659,2,car,0000000462.tiff
172,12,760,275,800,319,0.45059508085250854,2,car,0000000462.tiff
173,13,1491,326,1541,363,0.4002293050289154,2,car,0000000462.tiff
174,14,119,359,193,397,0.3908640742301941,2,car,0000000462.tiff
175,16,0,949,14,1040,0.37132522463798523,2,car,0000000462.tiff
176,18,54,379,135,416,0.3149869740009308,2,car,0000000462.tiff
177,0,573,426,714,601,0.909574568271637,5,bus,0000000463.tiff
178,1,1203,426,1290,488,0.8638715744018555,2,car,0000000463.tiff
179,2,523,378,589,433,0.8388895392417908,2,car,0000000463.tiff
180,3,1167,345,1222,384,0.7944303750991821,2,car,0000000463.tiff
181,4,763,359,820,403,0.7887338399887085,2,car,0000000463.tiff
182,5,714,327,752,356,0.738645613193512,2,car,0000000463.tiff
183,7,1695,320,1787,358,0.6399829387664795,2,car,0000000463.tiff
184,8,502,349,554,384,0.6230095028877258,2,car,0000000463.tiff
185,10,447,336,516,391,0.5123505592346191,2,car,0000000463.tiff
186,11,759,274,799,320,0.48062196373939514,2,car,0000000463.tiff
187,13,0,564,59,761,0.42593246698379517,2,car,0000000463.tiff
188,14,1492,326,1540,363,0.39482438564300537,2,car,0000000463.tiff
189,16,119,359,193,397,0.35040050745010376,2,car,0000000463.tiff
190,17,56,379,134,415,0.31713876128196716,2,car,0000000463.tiff
191,0,570,428,716,618,0.9053115248680115,5,bus,0000000464.tiff
192,1,1190,419,1277,479,0.8462957739830017,2,car,0000000464.tiff
193,2,520,380,587,436,0.839363157749176,2,car,0000000464.tiff
194,3,759,364,817,407,0.8360180854797363,2,car,0000000464.tiff
195,4,1160,344,1217,381,0.8010673522949219,2,car,0000000464.tiff
196,6,710,327,753,357,0.7452847957611084,2,car,0000000464.tiff
197,8,503,350,556,386,0.6653408408164978,2,car,0000000464.tiff
198,9,1694,320,1787,358,0.6461763978004456,2,car,0000000464.tiff
199,10,453,337,518,393,0.5768815875053406,2,car,0000000464.tiff
200,12,759,274,799,319,0.47542792558670044,2,car,0000000464.tiff
201,14,0,574,49,763,0.40629827976226807,2,car,0000000464.tiff
202,15,1494,326,1540,363,0.3933073580265045,2,car,0000000464.tiff
203,17,119,359,192,397,0.3351580500602722,2,car,0000000464.tiff
204,19,57,380,134,415,0.27586859464645386,2,car,0000000464.tiff
205,20,1651,312,1710,343,0.25028783082962036,2,car,0000000464.tiff
206,0,565,431,715,628,0.8980535268783569,5,bus,0000000465.tiff
207,1,519,383,585,436,0.8467305302619934,2,car,0000000465.tiff
208,2,1182,413,1265,471,0.8386391401290894,2,car,0000000465.tiff
209,3,759,366,812,409,0.8340069651603699,2,car,0000000465.tiff
210,5,1155,341,1210,377,0.8251301646232605,2,car,0000000465.tiff
211,6,706,328,749,358,0.7547217011451721,2,car,0000000465.tiff
212,8,504,349,558,384,0.6832641959190369,2,car,0000000465.tiff
213,9,1694,320,1787,358,0.6440663933753967,2,car,0000000465.tiff
214,10,452,338,519,393,0.6321938633918762,2,car,0000000465.tiff
215,11,0,585,41,763,0.572564959526062,5,bus,0000000465.tiff
216,14,1493,326,1540,363,0.4600321054458618,2,car,0000000465.tiff
217,15,759,275,800,320,0.4190618693828583,2,car,0000000465.tiff
218,16,758,276,799,320,0.37197211384773254,7,truck,0000000465.tiff
219,17,119,359,192,396,0.35686609148979187,2,car,0000000465.tiff
220,19,56,379,135,415,0.262965589761734,2,car,0000000465.tiff
221,0,1332,1090,1716,1492,0.9278244972229004,2,car,0000000466.tiff
222,1,562,436,716,638,0.874578595161438,5,bus,0000000466.tiff
223,2,1880,1119,2042,1310,0.8537631034851074,2,car,0000000466.tiff
224,3,516,384,583,437,0.843276858329773,2,car,0000000466.tiff
225,4,1175,406,1255,464,0.8397303223609924,2,car,0000000466.tiff
226,5,751,371,812,414,0.8110644817352295,2,car,0000000466.tiff
227,6,704,329,744,360,0.7349320650100708,2,car,0000000466.tiff
228,7,1150,339,1205,373,0.7313079237937927,2,car,0000000466.tiff
229,9,505,350,561,384,0.6815811991691589,2,car,0000000466.tiff
230,10,1695,320,1787,358,0.6394944787025452,2,car,0000000466.tiff
231,11,452,338,519,393,0.6284798979759216,2,car,0000000466.tiff
232,13,1494,327,1540,362,0.439738392829895,2,car,0000000466.tiff
233,15,759,276,800,322,0.37482383847236633,2,car,0000000466.tiff
234,16,758,276,799,322,0.3743562400341034,7,truck,0000000466.tiff
235,17,119,359,192,396,0.3279748558998108,2,car,0000000466.tiff
236,0,1305,1016,1638,1353,0.9309296607971191,2,car,0000000467.tiff
237,1,1803,1039,2042,1306,0.8677192330360413,2,car,0000000467.tiff
238,2,1163,400,1243,457,0.8456056714057922,2,car,0000000467.tiff
239,3,511,386,582,442,0.8272925615310669,2,car,0000000467.tiff
240,4,748,372,809,417,0.8247442245483398,2,car,0000000467.tiff
241,5,697,330,741,363,0.772248387336731,2,car,0000000467.tiff
242,6,1144,337,1198,370,0.7720436453819275,2,car,0000000467.tiff
243,7,556,443,716,656,0.756751298904419,5,bus,0000000467.tiff
244,8,506,350,564,383,0.7027716040611267,2,car,0000000467.tiff
245,10,450,340,518,391,0.6625056266784668,2,car,0000000467.tiff
246,11,1695,320,1787,358,0.6154301762580872,2,car,0000000467.tiff
247,14,759,277,800,323,0.4107063114643097,7,truck,0000000467.tiff
248,16,1494,327,1540,363,0.3753867745399475,2,car,0000000467.tiff
249,18,758,277,798,323,0.30111926794052124,2,car,0000000467.tiff
250,19,118,360,193,395,0.2823300063610077,2,car,0000000467.tiff
251,20,53,379,138,415,0.25031837821006775,2,car,0000000467.tiff
252,0,1282,950,1576,1238,0.9273985624313354,2,car,0000000468.tiff
253,1,1737,975,2045,1310,0.9125754833221436,2,car,0000000468.tiff
254,2,551,449,716,671,0.8719437122344971,5,bus,0000000468.tiff
255,3,1155,393,1233,450,0.862851083278656,2,car,0000000468.tiff
256,4,508,386,578,445,0.8423635363578796,2,car,0000000468.tiff
257,5,745,376,807,422,0.8406111598014832,2,car,0000000468.tiff
258,6,1141,335,1194,368,0.7639251947402954,2,car,0000000468.tiff
259,7,694,332,739,365,0.7568178176879883,2,car,0000000468.tiff
260,8,509,350,565,381,0.7262774705886841,2,car,0000000468.tiff
261,10,451,341,518,391,0.6500381231307983,2,car,0000000468.tiff
262,11,1694,320,1787,358,0.585474967956543,2,car,0000000468.tiff
263,14,759,277,800,324,0.45378339290618896,7,truck,0000000468.tiff
264,17,1494,326,1540,363,0.3714163899421692,2,car,0000000468.tiff
265,18,118,359,192,396,0.28354084491729736,2,car,0000000468.tiff
266,0,1681,919,2045,1232,0.9238125681877136,2,car,0000000469.tiff
267,1,1259,899,1525,1145,0.9132423996925354,2,car,0000000469.tiff
268,2,546,457,717,687,0.8905587792396545,5,bus,0000000469.tiff
269,3,1152,386,1224,443,0.8602304458618164,2,car,0000000469.tiff
270,4,741,377,804,426,0.8435941338539124,2,car,0000000469.tiff
271,5,504,388,575,447,0.8317744135856628,2,car,0000000469.tiff
272,6,1137,331,1190,365,0.748340368270874,2,car,0000000469.tiff
273,7,689,330,735,366,0.7301297187805176,2,car,0000000469.tiff
274,9,509,349,568,380,0.7139039039611816,2,car,0000000469.tiff
275,10,452,339,517,390,0.6427110433578491,2,car,0000000469.tiff
276,11,1696,320,1787,358,0.6385369896888733,2,car,0000000469.tiff
277,14,758,278,799,327,0.4438982307910919,7,truck,0000000469.tiff
278,17,1494,326,1540,362,0.40083807706832886,2,car,0000000469.tiff
279,18,119,359,193,396,0.3361038565635681,2,car,0000000469.tiff
280,0,1632,869,2036,1150,0.9359635710716248,2,car,0000000470.tiff
281,1,1239,851,1479,1067,0.917422890663147,2,car,0000000470.tiff
282,2,540,466,716,699,0.8681216835975647,5,bus,0000000470.tiff
283,3,499,390,571,447,0.8453696370124817,2,car,0000000470.tiff
284,4,739,381,800,431,0.8294647932052612,2,car,0000000470.tiff
285,5,510,350,568,381,0.7656785845756531,2,car,0000000470.tiff
286,6,1146,383,1216,438,0.7602964043617249,2,car,0000000470.tiff
287,7,1132,330,1183,361,0.757860004901886,2,car,0000000470.tiff
288,8,685,335,731,367,0.7415585517883301,2,car,0000000470.tiff
289,10,451,339,517,390,0.6530411243438721,2,car,0000000470.tiff
290,11,1694,320,1786,358,0.5672927498817444,2,car,0000000470.tiff
291,13,757,279,799,328,0.4894925653934479,5,bus,0000000470.tiff
292,15,757,279,799,328,0.41659849882125854,7,truck,0000000470.tiff
293,18,119,359,193,396,0.3747672736644745,2,car,0000000470.tiff
294,19,1493,326,1540,363,0.3708272874355316,2,car,0000000470.tiff
295,20,50,378,138,414,0.26349321007728577,2,car,0000000470.tiff
296,0,1589,828,1956,1072,0.9305436015129089,2,car,0000000471.tiff
297,1,1223,808,1441,998,0.9247771501541138,2,car,0000000471.tiff
298,2,530,474,716,720,0.8711559176445007,5,bus,0000000471.tiff
299,3,495,393,570,450,0.8509090542793274,2,car,0000000471.tiff
300,4,1137,381,1207,431,0.8224058747291565,2,car,0000000471.tiff
301,5,732,385,797,436,0.7675444483757019,2,car,0000000471.tiff
302,6,510,350,569,382,0.763020396232605,2,car,0000000471.tiff
303,7,1126,327,1178,359,0.7286189198493958,2,car,0000000471.tiff
304,8,679,336,729,371,0.7240180969238281,2,car,0000000471.tiff
305,10,451,340,517,390,0.661531925201416,2,car,0000000471.tiff
306,11,1694,320,1786,358,0.5961843729019165,2,car,0000000471.tiff
307,13,755,279,798,330,0.4606058895587921,5,bus,0000000471.tiff
308,15,756,280,798,330,0.4131491780281067,7,truck,0000000471.tiff
309,16,1492,326,1540,363,0.3880728781223297,2,car,0000000471.tiff
310,17,119,359,193,396,0.38029390573501587,2,car,0000000471.tiff
311,20,50,378,139,414,0.2675703465938568,2,car,0000000471.tiff
312,0,1552,790,1878,1007,0.9286681413650513,2,car,0000000472.tiff
313,1,1208,766,1411,944,0.9270183444023132,2,car,0000000472.tiff
314,2,517,484,716,737,0.8575188517570496,5,bus,0000000472.tiff
315,3,725,390,796,441,0.854444682598114,2,car,0000000472.tiff
316,4,493,393,563,453,0.850718080997467,2,car,0000000472.tiff
317,5,1132,376,1200,427,0.8043065071105957,2,car,0000000472.tiff
318,6,1125,324,1173,357,0.7712408304214478,2,car,0000000472.tiff
319,7,509,351,570,383,0.7646595239639282,2,car,0000000472.tiff
320,8,674,337,723,374,0.7261836528778076,2,car,0000000472.tiff
321,10,451,339,516,390,0.6360242962837219,2,car,0000000472.tiff
322,11,1695,320,1787,358,0.5897576808929443,2,car,0000000472.tiff
323,13,755,280,799,331,0.43865856528282166,5,bus,0000000472.tiff
324,14,755,280,799,331,0.4154909551143646,7,truck,0000000472.tiff
325,17,120,360,193,397,0.39370882511138916,2,car,0000000472.tiff
326,18,1492,326,1541,363,0.34794190526008606,2,car,0000000472.tiff
327,20,50,378,137,415,0.28421127796173096,2,car,0000000472.tiff
328,0,1516,753,1814,951,0.9246225953102112,2,car,0000000473.tiff
329,1,1194,731,1383,892,0.9172271490097046,2,car,0000000473.tiff
330,2,510,491,713,760,0.8928864002227783,5,bus,0000000473.tiff
331,3,487,396,562,456,0.8589650988578796,2,car,0000000473.tiff
332,4,721,395,792,445,0.8525202870368958,2,car,0000000473.tiff
333,5,1124,372,1192,421,0.8165703415870667,2,car,0000000473.tiff
334,6,1122,322,1169,355,0.7648515105247498,2,car,0000000473.tiff
335,7,511,351,570,383,0.7559905052185059,2,car,0000000473.tiff
336,8,670,340,720,376,0.7308205366134644,2,car,0000000473.tiff
337,10,446,335,516,392,0.596542239189148,2,car,0000000473.tiff
338,11,1693,320,1786,358,0.5885612964630127,2,car,0000000473.tiff
339,14,754,281,798,332,0.45632630586624146,5,bus,0000000473.tiff
340,16,754,282,798,332,0.4055127203464508,7,truck,0000000473.tiff
341,18,1490,326,1540,364,0.38995361328125,2,car,0000000473.tiff
342,19,120,359,193,396,0.3898569345474243,2,car,0000000473.tiff
343,20,50,378,136,414,0.2662935256958008,2,car,0000000473.tiff
344,0,1485,721,1759,903,0.9318235516548157,2,car,0000000474.tiff
345,1,1182,697,1358,845,0.9175053834915161,2,car,0000000474.tiff
346,2,493,502,714,783,0.8905435800552368,5,bus,0000000474.tiff
347,3,481,397,559,458,0.8618282079696655,2,car,0000000474.tiff
348,4,717,398,788,451,0.8492724299430847,2,car,0000000474.tiff
349,5,1124,368,1184,414,0.8149726390838623,2,car,0000000474.tiff
350,6,1117,319,1166,352,0.7587658762931824,2,car,0000000474.tiff
351,7,511,351,572,383,0.7351270318031311,2,car,0000000474.tiff
352,8,663,344,715,379,0.7087520360946655,2,car,0000000474.tiff
353,10,755,281,798,333,0.6424107551574707,5,bus,0000000474.tiff
354,11,451,339,516,390,0.6130610108375549,2,car,0000000474.tiff
355,12,1694,320,1786,358,0.6109858751296997,2,car,0000000474.tiff
356,16,1493,325,1540,364,0.3892081081867218,2,car,0000000474.tiff
357,18,120,360,193,396,0.31030893325805664,2,car,0000000474.tiff
358,19,49,379,136,414,0.2582520544528961,2,car,0000000474.tiff
359,20,1436,315,1494,350,0.25324127078056335,2,car,0000000474.tiff
360,21,1649,313,1711,348,0.25172901153564453,2,car,0000000474.tiff
361,0,1457,694,1709,858,0.9244114756584167,2,car,0000000475.tiff
362,1,1171,668,1333,808,0.9038973450660706,2,car,0000000475.tiff
363,2,468,514,714,810,0.8859703540802002,5,bus,0000000475.tiff
364,3,711,403,781,457,0.8479377031326294,2,car,0000000475.tiff
365,4,473,400,553,462,0.8451688885688782,2,car,0000000475.tiff
366,5,1118,364,1178,411,0.771797239780426,2,car,0000000475.tiff
367,6,661,345,712,380,0.7655536532402039,2,car,0000000475.tiff
368,7,511,351,573,383,0.7545948624610901,2,car,0000000475.tiff
369,8,1113,318,1160,349,0.7158515453338623,2,car,0000000475.tiff
370,10,1692,321,1787,358,0.6424941420555115,2,car,0000000475.tiff
371,11,755,282,798,334,0.6143600344657898,5,bus,0000000475.tiff
372,12,451,338,516,390,0.5602407455444336,2,car,0000000475.tiff
373,16,1493,325,1541,363,0.4284115731716156,2,car,0000000475.tiff
374,18,120,359,192,395,0.3290027976036072,2,car,0000000475.tiff
375,20,1648,312,1710,348,0.28597161173820496,2,car,0000000475.tiff
376,0,1432,668,1661,822,0.9228949546813965,2,car,0000000476.tiff
377,1,1161,641,1314,775,0.9133076071739197,2,car,0000000476.tiff
378,2,442,524,710,843,0.9042242169380188,5,bus,0000000476.tiff
379,3,469,402,552,464,0.8568932414054871,2,car,0000000476.tiff
380,4,707,407,779,464,0.8532323837280273,2,car,0000000476.tiff
381,5,1113,359,1171,405,0.8245165348052979,2,car,0000000476.tiff
382,6,655,348,707,382,0.7703016996383667,2,car,0000000476.tiff
383,7,511,352,575,384,0.7488335371017456,2,car,0000000476.tiff
384,8,1109,317,1157,347,0.7278903722763062,2,car,0000000476.tiff
385,9,1694,320,1786,358,0.655735194683075,2,car,0000000476.tiff
386,10,1411,1240,1867,1534,0.6427557468414307,2,car,0000000476.tiff
387,12,754,283,798,336,0.5766224265098572,5,bus,0000000476.tiff
388,13,446,336,516,391,0.5547560453414917,2,car,0000000476.tiff
389,16,1491,325,1541,364,0.4031032621860504,2,car,0000000476.tiff
390,18,120,359,192,396,0.3666469156742096,2,car,0000000476.tiff
391,21,46,379,133,414,0.28806179761886597,2,car,0000000476.tiff
392,22,1435,315,1494,350,0.2849527597427368,2,car,0000000476.tiff
393,23,1648,312,1711,347,0.2737766206264496,2,car,0000000476.tiff
394,0,1410,645,1624,786,0.9250535368919373,2,car,0000000477.tiff
395,1,1154,618,1296,743,0.9110431671142578,2,car,0000000477.tiff
396,2,411,540,707,874,0.8829811811447144,5,bus,0000000477.tiff
397,3,465,403,548,466,0.8536949753761292,2,car,0000000477.tiff
398,4,700,412,775,471,0.8525911569595337,2,car,0000000477.tiff
399,5,1112,357,1166,402,0.80194491147995,2,car,0000000477.tiff
