,index,xmin,ymin,xmax,ymax,confidence,class,name,frame
92,1,1274,478,1391,553,0.8504354357719421,2,car,0000000457.tiff
93,2,580,399,708,547,0.8501506447792053,5,bus,0000000457.tiff
94,3,1195,363,1269,408,0.8149289488792419,2,car,0000000457.tiff
95,4,543,371,602,424,0.7880630493164062,2,car,0000000457.tiff
96,5,785,345,829,381,0.7601644396781921,2,car,0000000457.tiff
97,6,1691,320,1785,357,0.7449890971183777,2,car,0000000457.tiff
98,7,446,340,522,388,0.69893479347229,2,car,0000000457.tiff
99,8,737,318,771,345,0.6666986346244812,2,car,0000000457.tiff
100,10,0,539,104,645,0.5776234269142151,5,bus,0000000457.tiff
101,11,113,359,191,404,0.5190238356590271,2,car,0000000457.tiff
102,13,0,390,32,438,0.4930689334869385,2,car,0000000457.tiff
103,15,52,379,130,417,0.43007728457450867,2,car,0000000457.tiff
104,17,761,271,798,312,0.34787100553512573,7,truck,0000000457.tiff
105,0,1260,468,1371,538,0.8966118693351746,2,car,0000000458.tiff
106,1,580,402,708,559,0.8661812543869019,5,bus,0000000458.tiff
107,2,1188,359,1260,404,0.8164759278297424,2,car,0000000458.tiff
108,3,542,376,602,424,0.7989915013313293,2,car,0000000458.tiff
109,4,776,345,826,386,0.79707932472229,2,car,0000000458.tiff
110,5,1691,320,1785,357,0.7625731825828552,2,car,0000000458.tiff
111,6,0,641,196,1036,0.7529498338699341,5,bus,0000000458.tiff
112,7,735,318,770,347,0.7161189913749695,2,car,0000000458.tiff
113,9,446,341,523,388,0.6665782928466797,2,car,0000000458.tiff
114,10,0,390,33,437,0.5262181162834167,2,car,0000000458.tiff
115,12,113,359,191,404,0.490695983171463,2,car,0000000458.tiff
116,14,52,380,130,418,0.41487669944763184,2,car,0000000458.tiff
117,16,0,540,96,665,0.36136898398399353,5,bus,0000000458.tiff
118,17,762,272,799,312,0.32764187455177307,2,car,0000000458.tiff
119,18,0,541,97,665,0.2922370731830597,7,truck,0000000458.tiff
120,19,1038,248,1062,272,0.27685385942459106,2,car,0000000458.tiff
121,0,1247,458,1353,530,0.8983036875724792,2,car,0000000459.tiff
122,1,0,536,158,1033,0.8847284913063049,5,bus,0000000459.tiff
123,2,580,406,712,568,0.8624011278152466,5,bus,0000000459.tiff
124,3,1181,357,1253,401,0.8206825256347656,2,car,0000000459.tiff
125,4,775,348,825,388,0.8166233897209167,2,car,0000000459.tiff
126,5,540,375,600,427,0.8165728449821472,2,car,0000000459.tiff
127,6,1689,320,1785,357,0.7573537230491638,2,car,0000000459.tiff
128,7,730,320,768,348,0.7022262215614319,2,car,0000000459.tiff
129,9,446,341,520,388,0.649077296257019,2,car,0000000459.tiff
130,11,0,390,33,437,0.5212907791137695,2,car,0000000459.tiff
131,12,112,360,191,404,0.4927937686443329,2,car,0000000459.tiff
132,14,53,379,132,418,0.40367743372917175,2,car,0000000459.tiff
133,15,760,275,798,316,0.3911099433898926,2,car,0000000459.tiff
134,16,496,345,543,381,0.3909516930580139,2,car,0000000459.tiff
135,18,762,273,798,314,0.30463168025016785,7,truck,0000000459.tiff
136,0,1236,450,1334,515,0.8883183002471924,2,car,0000000460.tiff
137,1,579,410,715,576,0.8723018169403076,5,bus,0000000460.tiff
138,2,1178,353,1244,395,0.8483973741531372,2,car,0000000460.tiff
139,3,536,377,597,430,0.8389315605163574,2,car,0000000460.tiff
140,4,0,534,116,1054,0.8275966644287109,5,bus,0000000460.tiff
141,5,774,352,823,391,0.8255325555801392,2,car,0000000460.tiff
142,6,1687,320,1786,357,0.7749122977256775,2,car,0000000460.tiff
143,7,728,321,766,350,0.7012090682983398,2,car,0000000460.tiff
144,9,446,341,516,387,0.6697481870651245,2,car,0000000460.tiff
145,10,499,347,548,381,0.5801346898078918,2,car,0000000460.tiff
146,12,0,389,33,437,0.50419020652771,2,car,0000000460.tiff
147,13,113,360,192,405,0.4860416054725647,2,car,0000000460.tiff
148,15,54,380,128,417,0.42156603932380676,2,car,0000000460.tiff
149,16,760,274,798,316,0.3430422842502594,2,car,0000000460.tiff
150,17,762,272,798,314,0.32603928446769714,7,truck,0000000460.tiff
151,0,577,416,716,587,0.8737543821334839,5,bus,0000000461.tiff
152,1,1224,441,1319,508,0.8478244543075562,2,car,0000000461.tiff
153,2,1170,350,1239,393,0.8449551463127136,2,car,0000000461.tiff
154,3,533,378,595,431,0.8445765972137451,2,car,0000000461.tiff
155,4,769,353,823,395,0.7814525365829468,2,car,0000000461.tiff
156,5,1690,320,1785,357,0.7808486223220825,2,car,0000000461.tiff
157,6,446,340,516,388,0.6608543992042542,2,car,0000000461.tiff
158,7,501,347,550,382,0.65891033411026,2,car,0000000461.tiff
159,9,721,324,760,351,0.6452063918113708,2,car,0000000461.tiff
160,11,761,274,798,317,0.5132466554641724,2,car,0000000461.tiff
161,12,0,527,72,1037,0.4963952302932739,5,bus,0000000461.tiff
162,14,113,360,191,405,0.4791492521762848,2,car,0000000461.tiff
163,15,0,389,32,437,0.4727115035057068,2,car,0000000461.tiff
164,16,54,380,129,418,0.3966982960700989,2,car,0000000461.tiff
165,17,0,544,77,754,0.37230971455574036,5,bus,0000000461.tiff
166,0,1211,434,1303,497,0.8760702610015869,2,car,0000000462.tiff
167,1,576,420,714,590,0.8718293309211731,5,bus,0000000462.tiff
168,2,528,378,592,432,0.8303363919258118,2,car,0000000462.tiff
169,3,1165,347,1231,390,0.8300259113311768,2,car,0000000462.tiff
170,4,767,357,820,399,0.7895867228507996,2,car,0000000462.tiff
171,5,1689,320,1785,357,0.7839321494102478,2,car,0000000462.tiff
172,6,717,325,758,354,0.7155428528785706,2,car,0000000462.tiff
173,7,445,340,515,388,0.6571971774101257,2,car,0000000462.tiff
174,8,503,347,552,383,0.6401640176773071,2,car,0000000462.tiff
175,10,760,274,798,317,0.5356144309043884,2,car,0000000462.tiff
176,11,0,534,68,762,0.5181220769882202,7,truck,0000000462.tiff
177,12,112,360,191,404,0.48421627283096313,2,car,0000000462.tiff
178,14,0,388,32,437,0.4226270020008087,2,car,0000000462.tiff
179,15,53,380,129,417,0.33172181248664856,2,car,0000000462.tiff
180,0,1203,428,1291,488,0.8638016581535339,2,car,0000000463.tiff
181,1,573,426,716,599,0.8560333251953125,5,bus,0000000463.tiff
182,2,1160,346,1224,385,0.840174674987793,2,car,0000000463.tiff
183,3,526,378,590,432,0.835505485534668,2,car,0000000463.tiff
184,4,766,360,819,401,0.7988581657409668,2,car,0000000463.tiff
185,5,1688,320,1785,357,0.7949962019920349,2,car,0000000463.tiff
186,6,713,326,753,355,0.699729323387146,2,car,0000000463.tiff
187,7,448,341,515,388,0.6660977602005005,2,car,0000000463.tiff
188,8,761,275,798,319,0.6428635120391846,2,car,0000000463.tiff
189,9,505,348,553,382,0.6095829606056213,2,car,0000000463.tiff
190,12,114,360,191,404,0.44994935393333435,2,car,0000000463.tiff
191,13,0,387,31,437,0.37977683544158936,2,car,0000000463.tiff
192,14,52,379,136,417,0.3197103440761566,2,car,0000000463.tiff
193,0,1191,421,1277,481,0.8730488419532776,2,car,0000000464.tiff
194,1,568,428,714,615,0.8672784566879272,5,bus,0000000464.tiff
195,2,522,379,588,433,0.8550991415977478,2,car,0000000464.tiff
196,3,1157,345,1219,381,0.8463886380195618,2,car,0000000464.tiff
197,4,1686,320,1784,357,0.8055634498596191,2,car,0000000464.tiff
198,5,763,363,817,405,0.7854004502296448,2,car,0000000464.tiff
199,7,712,328,751,358,0.6791728138923645,2,car,0000000464.tiff
200,8,448,340,515,388,0.6668359041213989,2,car,0000000464.tiff
201,9,760,277,798,319,0.6527255773544312,2,car,0000000464.tiff
202,10,506,348,556,382,0.6262193322181702,2,car,0000000464.tiff
203,15,113,360,191,404,0.45447713136672974,2,car,0000000464.tiff
204,16,0,387,32,437,0.3498835861682892,2,car,0000000464.tiff
205,17,52,379,135,417,0.3043380677700043,2,car,0000000464.tiff
206,1,566,434,719,624,0.8758404850959778,5,bus,0000000465.tiff
207,2,1183,413,1265,472,0.8547793626785278,2,car,0000000465.tiff
208,3,519,382,588,436,0.8416664600372314,2,car,0000000465.tiff
209,4,1154,340,1212,378,0.8133071064949036,2,car,0000000465.tiff
210,5,1686,321,1785,358,0.8094823956489563,2,car,0000000465.tiff
211,6,761,366,814,409,0.7995595335960388,2,car,0000000465.tiff
212,7,705,329,747,359,0.7001102566719055,2,car,0000000465.tiff
213,8,448,340,515,388,0.677079975605011,2,car,0000000465.tiff
214,9,759,278,798,319,0.6251698136329651,2,car,0000000465.tiff
215,10,510,349,559,381,0.6117501258850098,2,car,0000000465.tiff
216,14,113,359,191,405,0.41596031188964844,2,car,0000000465.tiff
217,17,0,387,32,437,0.2683647871017456,2,car,0000000465.tiff
218,0,1336,1092,1716,1490,0.9221956133842468,2,car,0000000466.tiff
219,1,563,438,718,642,0.8781290650367737,5,bus,0000000466.tiff
220,2,517,384,585,438,0.8410816788673401,2,car,0000000466.tiff
221,3,1174,408,1255,464,0.8182742595672607,2,car,0000000466.tiff
222,4,753,371,814,413,0.8174208998680115,2,car,0000000466.tiff
223,5,1688,320,1785,357,0.8092144727706909,2,car,0000000466.tiff
224,6,1879,1115,2042,1303,0.8059139251708984,2,car,0000000466.tiff
225,7,1149,338,1205,375,0.7485730051994324,2,car,0000000466.tiff
226,8,702,331,745,361,0.6905965805053711,2,car,0000000466.tiff
227,9,448,340,515,389,0.6812968254089355,2,car,0000000466.tiff
228,10,509,349,560,382,0.6744511127471924,2,car,0000000466.tiff
229,12,759,278,798,322,0.5069593191146851,2,car,0000000466.tiff
230,15,112,360,191,405,0.4224962592124939,2,car,0000000466.tiff
231,16,0,388,32,438,0.2868114411830902,2,car,0000000466.tiff
232,18,1026,241,1057,269,0.26362380385398865,2,car,0000000466.tiff
233,0,1303,1016,1639,1348,0.9203775525093079,2,car,0000000467.tiff
234,1,552,445,718,652,0.8924271464347839,5,bus,0000000467.tiff
235,2,1803,1036,2046,1302,0.8571343421936035,2,car,0000000467.tiff
236,3,513,389,582,440,0.8407139182090759,2,car,0000000467.tiff
237,4,750,372,811,417,0.8214445114135742,2,car,0000000467.tiff
238,5,1165,401,1243,458,0.808329164981842,2,car,0000000467.tiff
239,6,1687,321,1785,358,0.7972863912582397,2,car,0000000467.tiff
240,7,1141,334,1200,370,0.7659013867378235,2,car,0000000467.tiff
241,8,697,331,739,363,0.6871266961097717,2,car,0000000467.tiff
242,9,449,341,514,389,0.6673701405525208,2,car,0000000467.tiff
243,11,509,350,563,383,0.6127660870552063,2,car,0000000467.tiff
244,12,759,279,798,325,0.5280033349990845,2,car,0000000467.tiff
245,15,113,360,191,404,0.3754187226295471,2,car,0000000467.tiff
246,17,759,278,798,324,0.2902614176273346,7,truck,0000000467.tiff
247,0,1738,974,2046,1309,0.9132400751113892,2,car,0000000468.tiff
248,1,1281,951,1575,1236,0.9113592505455017,2,car,0000000468.tiff
249,2,547,449,719,668,0.8908013701438904,5,bus,0000000468.tiff
250,3,510,389,578,443,0.8539289236068726,2,car,0000000468.tiff
251,4,1156,397,1233,450,0.8434873819351196,2,car,0000000468.tiff
252,5,744,374,807,422,0.833382248878479,2,car,0000000468.tiff
253,6,1687,321,1785,358,0.8038425445556641,2,car,0000000468.tiff
254,7,1135,334,1196,368,0.7892093062400818,2,car,0000000468.tiff
255,8,692,335,736,365,0.6941545009613037,2,car,0000000468.tiff
256,9,450,340,515,389,0.649095356464386,2,car,0000000468.tiff
257,11,507,348,565,384,0.5975903272628784,2,car,0000000468.tiff
258,14,759,279,798,328,0.4699816405773163,2,car,0000000468.tiff
259,16,112,360,191,404,0.4046621322631836,2,car,0000000468.tiff
260,17,759,279,798,327,0.28379443287849426,7,truck,0000000468.tiff
261,0,1683,919,2047,1236,0.9135873913764954,2,car,0000000469.tiff
262,1,1259,896,1525,1142,0.9109148979187012,2,car,0000000469.tiff
263,2,542,458,720,679,0.8946097493171692,5,bus,0000000469.tiff
264,3,505,389,576,444,0.8761652112007141,2,car,0000000469.tiff
265,4,1151,392,1224,442,0.8760520219802856,2,car,0000000469.tiff
266,5,742,380,803,425,0.8413849472999573,2,car,0000000469.tiff
267,6,1688,320,1785,358,0.8070358633995056,2,car,0000000469.tiff
268,7,1132,331,1189,364,0.7920779585838318,2,car,0000000469.tiff
269,8,448,340,515,389,0.6830302476882935,2,car,0000000469.tiff
270,9,688,335,733,366,0.6771609783172607,2,car,0000000469.tiff
271,11,507,348,567,382,0.5808894634246826,2,car,0000000469.tiff
272,15,114,360,191,404,0.4397605061531067,2,car,0000000469.tiff
273,16,759,279,798,329,0.40380364656448364,2,car,0000000469.tiff
274,17,759,279,798,328,0.3173470199108124,5,bus,0000000469.tiff
275,18,49,378,136,417,0.253587007522583,2,car,0000000469.tiff
276,0,1633,870,2033,1147,0.9280875325202942,2,car,0000000470.tiff
277,1,1239,848,1480,1067,0.9108986258506775,2,car,0000000470.tiff
278,2,538,466,715,698,0.8962191343307495,5,bus,0000000470.tiff
279,3,500,390,573,446,0.8672118782997131,2,car,0000000470.tiff
280,4,1142,386,1216,437,0.8314077258110046,2,car,0000000470.tiff
281,5,740,384,800,430,0.8151015043258667,2,car,0000000470.tiff
282,6,1688,320,1785,357,0.8050750494003296,2,car,0000000470.tiff
283,7,1129,329,1184,362,0.7802197337150574,2,car,0000000470.tiff
284,8,447,340,516,389,0.6809524297714233,2,car,0000000470.tiff
285,9,683,336,730,368,0.6486386656761169,2,car,0000000470.tiff
286,13,519,352,568,382,0.5617133378982544,2,car,0000000470.tiff
287,14,113,360,190,405,0.46788671612739563,2,car,0000000470.tiff
288,16,759,280,798,330,0.3914618492126465,2,car,0000000470.tiff
289,17,758,280,798,329,0.35009652376174927,5,bus,0000000470.tiff
290,0,1590,826,1955,1072,0.9201414585113525,2,car,0000000471.tiff
291,1,1221,806,1444,1002,0.9048376679420471,2,car,0000000471.tiff
292,2,495,393,569,449,0.879267156124115,2,car,0000000471.tiff
293,3,524,474,720,722,0.8777269721031189,5,bus,0000000471.tiff
294,4,1140,382,1206,431,0.8304871916770935,2,car,0000000471.tiff
295,5,1688,320,1785,358,0.813168466091156,2,car,0000000471.tiff
296,6,733,386,796,435,0.8094472289085388,2,car,0000000471.tiff
297,7,1125,325,1180,360,0.7614672183990479,2,car,0000000471.tiff
298,8,677,338,727,371,0.7440750598907471,2,car,0000000471.tiff
299,9,446,340,516,389,0.6829395890235901,2,car,0000000471.tiff
300,13,514,349,568,382,0.5809062719345093,2,car,0000000471.tiff
301,14,113,360,191,405,0.43510425090789795,2,car,0000000471.tiff
302,15,757,280,797,330,0.4330836236476898,5,bus,0000000471.tiff
303,0,1552,789,1881,1006,0.9224446415901184,2,car,0000000472.tiff
304,1,1207,764,1410,943,0.9119961857795715,2,car,0000000472.tiff
305,2,492,395,565,452,0.8815281987190247,2,car,0000000472.tiff
306,3,728,392,796,440,0.8626948595046997,2,car,0000000472.tiff
307,4,1130,379,1200,425,0.8210429549217224,2,car,0000000472.tiff
308,5,1122,324,1174,357,0.8060512542724609,2,car,0000000472.tiff
309,6,518,484,720,738,0.8033421039581299,5,bus,0000000472.tiff
310,7,1689,320,1786,358,0.7924596667289734,2,car,0000000472.tiff
311,8,674,339,722,373,0.7305745482444763,2,car,0000000472.tiff
312,9,447,341,516,390,0.6808488965034485,2,car,0000000472.tiff
313,12,512,348,571,382,0.5926871299743652,2,car,0000000472.tiff
314,14,114,360,191,404,0.44842982292175293,2,car,0000000472.tiff
315,15,757,281,797,331,0.41938477754592896,5,bus,0000000472.tiff
316,17,54,374,167,415,0.25818535685539246,2,car,0000000472.tiff
317,0,1516,753,1815,950,0.9214056730270386,2,car,0000000473.tiff
318,1,1193,729,1383,895,0.9093621969223022,2,car,0000000473.tiff
319,2,502,489,718,759,0.8929160237312317,5,bus,0000000473.tiff
320,3,488,397,562,454,0.8754878044128418,2,car,0000000473.tiff
321,4,722,395,793,446,0.8641315698623657,2,car,0000000473.tiff
322,5,1123,373,1192,420,0.8471832275390625,2,car,0000000473.tiff
323,6,1687,320,1785,357,0.7945720553398132,2,car,0000000473.tiff
324,7,1119,322,1170,353,0.7800256013870239,2,car,0000000473.tiff
325,8,671,340,719,374,0.754397988319397,2,car,0000000473.tiff
326,10,448,340,515,390,0.6718113422393799,2,car,0000000473.tiff
327,11,515,349,572,383,0.6561588644981384,2,car,0000000473.tiff
328,14,756,282,797,332,0.4712825417518616,2,car,0000000473.tiff
329,15,113,360,191,403,0.4559440016746521,2,car,0000000473.tiff
330,17,54,375,166,414,0.2593432068824768,2,car,0000000473.tiff
331,0,1484,722,1758,900,0.9247428178787231,2,car,0000000474.tiff
332,1,483,503,717,785,0.907122790813446,5,bus,0000000474.tiff
333,2,1181,698,1356,848,0.8966182470321655,2,car,0000000474.tiff
334,3,482,399,559,455,0.8409509658813477,2,car,0000000474.tiff
335,4,716,399,787,452,0.8366485238075256,2,car,0000000474.tiff
336,5,1130,368,1185,415,0.8056943416595459,2,car,0000000474.tiff
337,6,1687,321,1785,357,0.7965269684791565,2,car,0000000474.tiff
338,7,663,342,714,377,0.7362775802612305,2,car,0000000474.tiff
339,8,1117,321,1164,348,0.719969630241394,2,car,0000000474.tiff
340,9,446,340,515,389,0.6524429321289062,2,car,0000000474.tiff
341,10,516,351,574,384,0.6227139234542847,2,car,0000000474.tiff
342,13,756,282,796,333,0.4970080852508545,5,bus,0000000474.tiff
343,15,114,360,191,402,0.43825411796569824,2,car,0000000474.tiff
344,17,757,283,796,334,0.29083091020584106,2,car,0000000474.tiff
345,18,51,376,162,415,0.2652978301048279,2,car,0000000474.tiff
346,0,1457,694,1707,855,0.9109838604927063,2,car,0000000475.tiff
347,1,461,514,716,809,0.9068535566329956,5,bus,0000000475.tiff
348,2,1170,668,1335,809,0.8903668522834778,2,car,0000000475.tiff
349,3,478,400,554,459,0.8620585799217224,2,car,0000000475.tiff
350,4,714,401,780,457,0.8362627625465393,2,car,0000000475.tiff
351,5,1120,366,1178,410,0.799140989780426,2,car,0000000475.tiff
352,6,1686,321,1785,357,0.7946505546569824,2,car,0000000475.tiff
353,7,661,344,710,378,0.780013918876648,2,car,0000000475.tiff
354,8,1458,1366,1877,1535,0.7464208006858826,2,car,0000000475.tiff
355,9,1113,320,1161,348,0.7291491031646729,2,car,0000000475.tiff
356,10,446,340,515,389,0.6636249423027039,2,car,0000000475.tiff
357,11,514,350,576,384,0.6603627800941467,2,car,0000000475.tiff
358,16,115,360,191,403,0.44459033012390137,2,car,0000000475.tiff
359,17,756,283,797,334,0.38181227445602417,2,car,0000000475.tiff
360,18,756,283,797,334,0.37794432044029236,5,bus,0000000475.tiff
361,19,756,282,797,334,0.3621087372303009,7,truck,0000000475.tiff
362,20,49,375,169,415,0.2781926393508911,2,car,0000000475.tiff
363,0,439,526,713,845,0.9193463921546936,5,bus,0000000476.tiff
364,1,1432,668,1664,820,0.9154210686683655,2,car,0000000476.tiff
365,2,1162,643,1313,774,0.8983011245727539,2,car,0000000476.tiff
366,3,1417,1238,1866,1534,0.8972047567367554,2,car,0000000476.tiff
367,4,473,403,550,461,0.8525843620300293,2,car,0000000476.tiff
368,5,1686,320,1784,357,0.8007631897926331,2,car,0000000476.tiff
369,6,708,408,777,464,0.7977928519248962,2,car,0000000476.tiff
370,7,655,345,706,381,0.781112790107727,2,car,0000000476.tiff
371,8,1116,361,1173,405,0.7717753052711487,2,car,0000000476.tiff
372,9,513,350,577,384,0.7086511850357056,2,car,0000000476.tiff
373,10,1107,318,1158,345,0.6961392760276794,2,car,0000000476.tiff
374,11,446,340,514,389,0.660660445690155,2,car,0000000476.tiff
375,14,756,284,796,336,0.5037930011749268,5,bus,0000000476.tiff
376,16,756,283,797,336,0.4438939094543457,2,car,0000000476.tiff
377,17,115,360,192,402,0.4328567385673523,2,car,0000000476.tiff
378,19,46,374,168,417,0.3090052604675293,2,car,0000000476.tiff
379,0,1383,1137,1855,1534,0.9261378645896912,2,car,0000000477.tiff
380,1,414,540,711,875,0.9192591905593872,5,bus,0000000477.tiff
381,2,1409,643,1625,786,0.9111024141311646,2,car,0000000477.tiff
382,3,1153,620,1297,742,0.9000728130340576,2,car,0000000477.tiff
383,4,699,415,774,470,0.8633192777633667,2,car,0000000477.tiff
384,5,468,404,546,465,0.8578322529792786,2,car,0000000477.tiff
385,6,651,347,702,383,0.8053569197654724,2,car,0000000477.tiff
386,7,1686,320,1785,358,0.8045629262924194,2,car,0000000477.tiff
387,8,1116,357,1166,400,0.7571809887886047,2,car,0000000477.tiff
388,9,514,351,578,384,0.7031469941139221,2,car,0000000477.tiff
389,10,448,340,516,389,0.6874009370803833,2,car,0000000477.tiff
390,11,1102,315,1152,344,0.6593605875968933,2,car,0000000477.tiff
391,13,755,283,797,337,0.5693212747573853,2,car,0000000477.tiff
392,17,114,360,191,402,0.4618676006793976,2,car,0000000477.tiff
393,18,755,284,796,337,0.3486311733722687,5,bus,0000000477.tiff
394,19,48,375,161,417,0.30324119329452515,2,car,0000000477.tiff
395,20,754,283,797,337,0.27464231848716736,7,truck,0000000477.tiff
396,0,388,555,706,913,0.9296005964279175,5,bus,0000000478.tiff
397,1,1359,1053,1771,1509,0.9231882095336914,2,car,0000000478.tiff
398,2,1143,599,1281,715,0.914549708366394,2,car,0000000478.tiff
399,3,1388,622,1588,755,0.9087545871734619,2,car,0000000478.tiff
400,4,464,406,540,467,0.8964067697525024,2,car,0000000478.tiff
